S017763,Common Name
0.1065,
0.058,
0.0576,
0.0451,
0.045,
0.0313,
0.0221,
0.0185,
0.0167,
0.0161,
0.0157,
0.0154,
0.0154,
0.0144,
0.0138,
0.0119,
0.0102,
