S005764.BestBees,Common Name
0.0848,Peacock
0.0758,Privet
0.0584,Willow
0.0499,Oak
0.0489,Bittersweet
0.0461,Clover
0.0438,Fir
0.0369,Buckthorn
0.0322,Linden
0.0289,Maple
0.0226,Daisy
0.0216,Apple Trees
0.02,Cashews
0.0153,Sumac
0.0136,Marijuana
0.0123,Subfamily Dryadoideae
0.012,Staghorn Sumac
