S017404,Common Name
0.196,rose family
0.065,honeysuckles
0.0609,Daisy family
0.0549,holly
0.0414,Pines
0.0346,
0.0292,Cornales
0.0264,Bittersweet family
0.0245,maples
0.0229,silverberries
0.0207,Annamocarya sinensis
0.0179,Beech family
0.0163,Hypericum
0.0151,clovers
0.0147,waterlillies
0.0145,buckthorns
