S005715.BestBees,Common Name
0.1729,Oak
0.074540318,Pecan
0.0723,Apple
0.0543,Bittersweets
0.0348,Roses
0.0297,Peacock sub-family
0.0245,Chokecherries
0.019774991,Celatrus
0.018040343,Locusts
0.015463151,Likiang Spruce
0.015,Maples
0.0141,Poison Sumacs
0.011894732,Honeysuckles
0.010655697,Chinese Tupelo
