S011804,Common Name
0.1281,false posion sumac
0.0856,cucurbit family
0.0634,peacock family sub-family
0.0575,white bryony
0.0478,clovers
0.0431,staghorn sumac
0.0371,mulhy grasses
0.0323,spiderworts
0.0295,Laurel
0.0294,low hop clover
0.0256,greater celandine
0.0246,roses sub-family
0.0226,asters sub-family
0.0221,lindens
0.019,roses sub-family
0.0168,Rose of Sharon
0.0155,wild crocus
0.0147,Bryony species
0.0147,mountain avens
0.0127,green plants
0.0102,privets
