S005718.BestBees,Common Name
0.116,Hollies
0.0908,Waterlillies
0.0775,Roses
0.0472,Magnolias
0.028202582,False poison suman
0.0169,Maples
0.0163,Poison Sumacs
0.015028136,Magnolia-bark
0.0117,Roses
0.0106,Grasses
0.0101953,Privets
